PH133900000,Barangay 196,PH133901196,,U,1631
PH133900000,Barangay 87,PH133901087,,U,1633
PH133900000,Barangay 629,PH133906236,,U,1633
PH133900000,Barangay 342,PH133905044,,U,1634
PH133900000,Barangay 151,PH133901151,,U,1639
PH133900000,Barangay 260,PH133901261,,U,1645
PH133900000,Barangay 54,PH133901054,,U,1648
PH133900000,Barangay 474,PH133906080,,U,1655
PH133900000,Barangay 746,PH133914003,,U,1663
PH133900000,Barangay 475,PH133906081,,U,1664
PH133900000,Barangay 266,PH133901267,,U,1665
PH133900000,Barangay 200,PH133901200,,U,1666
PH133900000,Barangay 396,PH133906002,,U,1666
PH133900000,Barangay 597,PH133906204,,U,1672
PH133900000,Barangay 186,PH133901186,,U,1678
PH133900000,Barangay 4,PH133901004,,U,1691
PH133900000,Barangay 419,PH133906025,,U,1696
PH133900000,Barangay 413,PH133906019,,U,1702
PH133900000,Barangay 579,PH133906185,,U,1703
PH133900000,Barangay 812,PH133911026,,U,1703
PH133900000,Barangay 645,PH133907009,,U,1704
PH133900000,Barangay 803,PH133914059,,U,1705
PH133900000,Barangay 367,PH133905070,,U,1708
PH133900000,Barangay 142,PH133901142,,U,1710
PH133900000,Barangay 414,PH133906020,,U,1716
PH133900000,Barangay 817,PH133911031,,U,1716
PH133900000,Barangay 793,PH133914049,,U,1722
PH133900000,Barangay 834,PH133912002,,U,1733
PH133900000,Barangay 262,PH133901263,,U,1736
PH133900000,Barangay 698,PH133910013,,U,1736
PH133900000,Barangay 790,PH133914046,,U,1741
PH133900000,Barangay 605,PH133906212,,U,1751
PH133900000,Barangay 130,PH133901130,,U,1758
PH133900000,Barangay 205,PH133901206,,U,1760
PH133900000,Barangay 826,PH133911041,,U,1760
PH133900000,Barangay 408,PH133906014,,U,1768
PH133900000,Barangay 593,PH133906200,,U,1775
PH133900000,Barangay 484,PH133906090,,U,1777
PH133900000,Barangay 232,PH133901233,,U,1778
PH133900000,Barangay 763,PH133914019,,U,1779
PH133900000,Barangay 607,PH133906214,,U,1782
PH133900000,Barangay 525,PH133906131,,U,1784
PH133900000,Barangay 239,PH133901240,,U,1785
PH133900000,Barangay 315,PH133905017,,U,1786
PH133900000,Barangay 426,PH133906032,,U,1786
PH133900000,Barangay 621,PH133906228,,U,1787
PH133900000,Barangay 802,PH133914058,,U,1787
PH133900000,Barangay 727,PH133910042,,U,1790
PH133900000,Barangay 904,PH133914097,,U,1797
PH133900000,Barangay 164,PH133901164,,U,1807
PH133900000,Barangay 354,PH133905056,,U,1810
PH133900000,Barangay 771,PH133914027,,U,1813
PH133900000,Barangay 877,PH133914070,,U,1813
PH133900000,Barangay 81,PH133901081,,U,1815
PH133900000,Barangay 615,PH133906222,,U,1828
PH133900000,Barangay 450,PH133906056,,U,1835
PH133900000,Barangay 227,PH133901228,,U,1836
PH133900000,Barangay 76,PH133901076,,U,1844
PH133900000,Barangay 539,PH133906145,,U,1846
PH133900000,Barangay 568,PH133906174,,U,1847
PH133900000,Barangay 846,PH133912014,,U,1848
PH133900000,Barangay 778,PH133914034,,U,1848
PH133900000,Barangay 849,PH133912017,,U,1849
PH133900000,Barangay 34,PH133901034,,U,1854
PH133900000,Barangay 572,PH133906178,,U,1856
